id,name,category,unit,unitPrice,currency,supplier,isActive
"Aa60lpEqOw9LTWG5X3ZV","Crème chantilly","PRODUIT LAITIER","ml","","USD","","true"
"ApoGA4UnO4LPhslyWvlf","Pain de mie","EPICERIE","pc","","USD","","true"
"BUW3LeJ13quLoSxHMn9z","Eau gazeuse","BOISSON","pc","","USD","","true"
"BXjZMxfZxM6C8GU6nWtr","Ail","CONDIMENT","kg","","USD","","true"
"CcmYtOoMtuM4prkP515V","Persil","LEGUME","botte","","USD","","true"
"CfLvgPPqT5jj6WwqSrSz","Eau","BOISSON","l","","USD","","true"
"CfS84bdImOSLjl8hDUfV","Crème liquide","PRODUIT LAITIER","ml","","USD","","true"
"Cn4yP6XFoG4azVmA6hDP","Cerise","FRUIT","g","","USD","","true"
"CtFq7iYJFbIUqbeJnaWQ","Sauce tartare","EPICERIE","ml","","USD","","true"
"D9aj1NkgQuCYzq6Xo8HU","sel","CONDIMENT","kg","","USD","","true"
"E0NkFi3lwknhnm4DukHN","Tonic","BOISSON","pc","","USD","","true"
"EkBW1VPqG0KKQjNDH1s1","Farine de Sarrasin","EPICERIE","kg","","USD","","true"
"ExnNpgvmW1FjJ37qWsQR","Glacon","BOISSON","kg","","USD","","true"
"F4ttzpDClBv612hl4xwO","Papier Serviette","NON ALIMENTAIRE","paquet","","USD","","true"
"FFJPeE67BYq4euwMJlHB","Vin blanc","BOISSON","l","","USD","","true"
"G56HzLQ98g9gDbshsVVs","Maltina","BOISSON","pc","","USD","","true"
"HgZYcYFkJDU7IWxhFVJf","JP Chenet rouge 375ml","BOISSON","pc","","USD","","true"
"IBw9JjNBReBzGqJlz31G","Citron petit","FRUIT","g","","USD","","true"
"IEkSXF0ixQGdDQMEwU5X","Saumon filet","POISSON","g","","USD","","true"
"IMOpvD0mgPLym4WwEJSc","Avocat","FRUIT","pc","","USD","","true"
"IyQMecc9PFoaSLtM8RAs","Agneau","VIANDE","kg","","USD","","true"
"JA114XuEeKVDg4lyXAZc","Tomates","LEGUME","kg","","USD","","true"
"K94fuqFZzrH74pv0hEkQ","Riz blanc","EPICERIE","kg","","USD","","true"
"KEL3qQQFppRezJbAc6dD","Poivrons rouges","LEGUME","g","","USD","","true"
"KkeJ6x1RflQh7GGHrI4t","Vitalo","BOISSON","pc","","USD","","true"
"L1f92Ok7wCrfF32aWitf","JP Chenet Chardonnay 250ml","BOISSON","pc","","USD","","true"
"LKqM9ISgd18GmgFXs3Td","Noix de muscade","CONDIMENT","g","","USD","","true"
"LtM9UfDbGEpn8ncHvouQ","Ndakala","POISSON","g","","USD","","true"
"MaUdU6AfoK2Sno3sL155","Fromage Chedarr","PRODUIT LAITIER","g","","USD","","true"
"MernOrRyFAADVmw6Ro2H","Spaghetti","EPICERIE","pc","","USD","","true"
"NhESjv3XWtlZZ8t6XBT0","Jambon","CHARCUTERIE","g","","USD","","true"
"Nz8f8QewHSUTHn09w4Ne","Sprite","BOISSON","pc","","USD","","true"
"OSKQFddnrWrciHceYklw","Chorizo","CHARCUTERIE","g","","USD","","true"
"Oao3TOFwgrS23wCZYHCG","Levure","EPICERIE","g","","USD","","true"
"P2VlSqyZDbp2GcIgt3HS","nutella","EPICERIE","g","","USD","","true"
"PbUgYwm8cSMhAVTcJShT","Assiette Aluminium","NON ALIMENTAIRE","pc","","USD","","true"
"PwDUiB0mUJNm26ctr968","piment","CONDIMENT","kg","","USD","","true"
"Px1L2MXZ56ZPog3ExxoF","JP Chenet Sauvignon 250ml","BOISSON","pc","","USD","","true"
"PxcrdxdN3xJwrEMtuE8V","Cuisse Poulet","VIANDE","pc","","USD","","true"
"QVW5KFmdjXwzRxj4R5y7","Myrtille","FRUIT","g","","USD","","true"
"QYfGO1nRg3A7ZR759YHL","Sucre glace","EPICERIE","kg","","USD","","true"
"Rzc6RnJK2UDmv8dDVxdg","Poivre de cayenne","EPICERIE","g","","USD","","true"
"Sj6qXjBRNTv2Vd72cUgS","Bavaria","BOISSON","pc","","USD","","true"
"T1JLUrVCk5O2do4pF43K","Mergez","VIANDE","kg","","USD","","true"
"T6USqWbKDYFFFsTp42Xs","Poulet","VIANDE","kg","","USD","","true"
"TM3TYORK74QFVZvjQDMj","Salade de fruit","FRUIT","pc","","USD","","true"
"TflieAFsKVvTLUKCL0wH","Maracudja","FRUIT","kg","","USD","","true"
"UgerJoXEyPNyt0bImBCI","Pamplemousse","FRUIT","kg","","USD","","true"
"UubL6psFB9mwUL7caQ1W","Morue","POISSON","kg","","USD","","true"
"VDxxfMZMcECHOpD8Hkbp","Concombre","LEGUME","g","","USD","","true"
"VXqt9TMfkzWXPq9PzYvh","Saucisson de paris","CHARCUTERIE","g","","USD","","true"
"VawjEE47YkH6ZWJXTqtY","Pate brisée","EPICERIE","pc","","USD","","true"
"W0EgbuB5ed7SPBUGfzAG","Carbonnade","VIANDE","kg","","USD","","true"
"WKOnSAo1ch2RxQJaLGrj","Mozarella","PRODUIT LAITIER","g","","USD","","true"
"WRGVFzs8piir5Xb8mcGJ","Papier Serviette 100pcs","NON ALIMENTAIRE","paquet","","USD","","true"
"XRoub63FseDkMuTLxhGq","Assiette Aluminium G/M","NON ALIMENTAIRE","pc","","USD","","true"
"XaB0LxjPiqjjstudpq2k","Mascarpone","PRODUIT LAITIER","g","","USD","","true"
"XfDOssYR7utpapM7XYVF","Fromage cheddar","PRODUIT LAITIER","g","","USD","","true"
"XtUY84PE2EfSoy4as7r4","Heineken","BOISSON","pc","","USD","","true"
"Y9rMg5GDHZQwFAkkaqpl","Confiture","EPICERIE","g","","USD","","true"
"YGOa4nYxw4snwQL7CttD","Fromage de Goma","PRODUIT LAITIER","kg","","USD","","true"
"YzLP6mA169tvNAGlCgGH","Pommes","FRUIT","kg","","USD","","true"
"ZDOGmFD3Pk4uN26XbipD","Febreeze Désodorisant","NON ALIMENTAIRE","pc","","USD","","true"
"ZmdpTUz1LeUDvtvrVW7e","Filet de poulet","VIANDE","kg","","USD","","true"
"ZrQzkop2ukSzlxT3I0Fc","Huile d'olive","EPICERIE","l","","USD","","true"
"a1y7AIU1MBXD0x0gQm8d","Levure boulanger","EPICERIE","g","","USD","","true"
"a4yvhAd011pRh0kkjdav","Baguette HP ","EPICERIE","pc","","USD","","true"
"aLzZjThSqOW97x1chui8","Carotte","LEGUME","Kg","","USD","","true"
"aamTHEUWf6EFadlpOVXE","Chocolat","EPICERIE","g","","USD","","true"
"bNHkGciusQxaI2kRlXGP","Produit vaisselle 500ml","NON ALIMENTAIRE","pc","","USD","","true"
"bypih3A1yjFI5NT7mmc7","Jack Daniel Shot","BOISSON","pc 50ml","","USD","","true"
"cPWvwlj72RnnOZlmTY6X","Coriandre","EPICERIE","g","","USD","","true"
"ehFoyVKoECsL2BPSTZUO","Groseille","FRUIT","g","","USD","","true"
"ezOZIuAEMAQ435q6yNAd","Nkoy","BOISSON","pc","","USD","","true"
"f4rxzsX1sNanADy1htDj","Basilic","CONDIMENT","botte","","USD","","true"
"fK935ei1fqNRkLfKnH2V","Essuie-tout","NON ALIMENTAIRE","pc","","USD","","true"
"fKNtRJy6jGEvdFQCBAyn","Framboise","FRUIT","g","","USD","","true"
"fawNwJvQiVekwRE5wm9b","Sac emballage","NON ALIMENTAIRE","pc","","USD","","true"
"fiKliP24xs7udKrHtXB5","Ketchup","EPICERIE","ml","","USD","","true"
"gE4sD0wzSSYvTXALgOMb","XXL","BOISSON","pc","","USD","","true"
"gb6Z2rnTkG70UsYCIz1R","Gambas moyen","POISSON","kg","","USD","","true"
"gkAOaV5SmdQobEzQXRzJ","Bicarbonate","CONDIMENT","g","","USD","","true"
"gsznULjyKIVfkfDKAFMf","jus maracuja","BOISSON","ml","","USD","","true"
"h0cNWUGFH3eYuxU16eVT","Pomme de terre","LEGUME","kg","","USD","","true"
"h8yE6qGDE518o1hE1MyW","Mayonnaise","EPICERIE","g","","USD","","true"
"hCI30t1n3c3pipjNW4FI","Poireaux","LEGUME","botte","","USD","","true"
"hJ6bQzQXKKrOhTrQ0B94","Farine","EPICERIE","kg","","USD","","true"
"hpSTr1Dj80LaAY0eTuqC","oignon","CONDIMENT","kg","","USD","","true"
"jG7v9a3B1drSYOEiMzYu","Coca","BOISSON","pc","","USD","","true"
"jhcVnJJqoF321MzAKVMj","Fromage emmental","PRODUIT LAITIER","g","","USD","","true"
"lIl0zPbECkd2wzDZkmgN","Sucree locale 1,5l","BOISSON","pc","","USD","","true"
"lLSRk3u5agsSt9B1MHR2","Fanta","BOISSON","pc","","USD","","true"
"lQzXUAMOBTVwp7MOXKW8","Beaufort","BOISSON","pc","","USD","","true"
"lihyeJV0Y8NyCkKBF2wX","Mutzig","BOISSON","pc","","USD","","true"
"mMXEKDiDCZHfbqHPlejr","Salamai avec ail","CHARCUTERIE","g","","USD","","true"
"nLbvygZy8YrdXFPz4GKs","Choux","LEGUME","g","","USD","","true"
"nPyWDSkLJ7KI2bTwAAtk","Ailes de poulet","VIANDE","kg","","USD","","true"
"nSlQ9NuuL4fK6cJiPhQp","Mangue","FRUIT","kg","","USD","","true"
"o1vY9wZBgb9tp0SzjmPd","Pistolet","EPICERIE","pc","","USD","","true"
"o7fBCddXJslh3m03xrMW","Banane plantain","LEGUME","kg","","USD","","true"
"pMCYgFZCHbNY3R54ehIg","Huile","EPICERIE","l","","USD","","true"
"pVCJTndbyszRLsPZphLi","Graines de courge","LEGUME","g","","USD","","true"
"pnvg7HJsC3rDUlYyZ8wW","Oranges","FRUIT","kg","","USD","","true"
"qHxB5v5QdxvtQeb8s0KK","Jus ceres 1l","BOISSON","pc","","USD","","true"
"qOMEamvRh4ne9DuC9559","Ciboulette","CONDIMENT","g","","USD","","true"
"qfvpfGzLqoxZKFjgBz5Q","Champagne","BOISSON","pc","","USD","","true"
"r81QXXKBIc4WWl45BvFu","Tembo","BOISSON","pc","","USD","","true"
"rKBAxCLOXFw3GnmGE1P4","Boeuf","VIANDE","kg","","USD","","true"
"rmT2O0BfKMkyXwxGNvRK","Assiette Aluminium P/M","NON ALIMENTAIRE","pc","","USD","","true"
"sBCzFHrAExXE98CCwwKk","Olives vertes","LEGUME","g","","USD","","true"
"sJoD4sQEHi8iLleoAiVo","Capitaine","POISSON","kg","","USD","","true"
"stvymRTIASzkY24PNTnt","Poivre blanc","EPICERIE","g","","USD","","true"
"tLal8zJE1raJsipfoTDr","Thon au naturel","EPICERIE","g","","USD","","true"
"tS6xu25teLQ1H4VZdsk5","Cacao","EPICERIE","g","","USD","","true"
"tdk4XnpEtI87F21vyrnc","Tomates cerises","LEGUME","kg","","USD","","true"
"uJYhQQGIOu3Eo1IBDsgg","Vinaigrette","EPICERIE","ml","","USD","","true"
"uLbUfLnER0oCzQy4DLki","Salade","LEGUME","g","","USD","","true"
"uTy9BRqEPvi3LgGGQIA1","Feuille de laurier","CONDIMENT","g","","USD","","true"
"ug4uB55HhoeKbsKkdQUO","Thym","CONDIMENT","g","","USD","","true"
"v7XIOoQkoK3abXue4qH4","Beurre","PRODUIT LAITIER","g","","USD","","true"
"w8y7uEVHhUKGDtOQJRn1","Beurre salé","PRODUIT LAITIER","g","","USD","","true"
"xNYYLfYwQlx9W0ZLsFKl","Poivrons","LEGUME","g","","USD","","true"
"xu29g49jrBD2LTvlz3Ly","Sirop erable","EPICERIE","ml","","USD","","true"
"y6OHrL5hqlD4OC20r8KH","Champignons","EPICERIE","g","","USD","","true"
"yomoLXItcf3VwGuxz6xT","Jack Daniels 700ml","BOISSON","pc","","USD","","true"
"z6TQ5TYRR9mWvyROP13R","Vinaigre","EPICERIE","ml","","USD","","true"
"zTsSbqeLULthzRLX7lR7","Sucre vanille","EPICERIE","g","","USD","","true"
